A	B	Neither	A Not B	B Not A	Both	Log2 Odds Ratio	p-Value	q-Value	Tendency
chr17loss	NRAS	156	4	22	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	NRAS	156	4	22	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	NRAS	156	4	22	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	DNMT3A	121	3	57	1	-0.499	1.000	1.000	Mutual exclusivity
CSF1R	NPM1	121	3	57	1	-0.499	1.000	1.000	Mutual exclusivity
DNMT3A	NOTCH1	121	57	3	1	-0.499	1.000	1.000	Mutual exclusivity
chr17loss	DNMT3A	121	3	57	1	-0.499	1.000	1.000	Mutual exclusivity
NOTCH2	SRSF2	167	1	14	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	U2AF2	167	14	1	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	SRSF2	167	1	14	0	<-3	1.000	1.000	Mutual exclusivity
RIT1	SRSF2	167	1	14	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	SRSF2	167	1	14	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	SRSF2	167	1	14	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	SRSF2	167	1	14	0	<-3	1.000	1.000	Mutual exclusivity
POT1	SRSF2	167	1	14	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	SRSF2	167	1	14	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	TBL1XR1	167	14	1	0	<-3	1.000	1.000	Mutual exclusivity
SF1	SRSF2	167	1	14	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	t(16;16)	167	14	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	SF3B1	167	11	4	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	SF3B1	167	11	4	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	KIT	167	4	11	0	<-3	1.000	1.000	Mutual exclusivity
KIT	NOTCH1	167	11	4	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	NOTCH1	167	11	4	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	chr17loss	167	11	4	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	KIT	167	4	11	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	chr7loss	167	11	4	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	KIT	167	4	11	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	chr7qdel	167	11	4	0	<-3	1.000	1.000	Mutual exclusivity
CBL	NRAS	157	3	22	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	NRAS	157	3	22	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	NRAS	157	3	22	0	<-3	1.000	1.000	Mutual exclusivity
chr22gain	NRAS	157	3	22	0	<-3	1.000	1.000	Mutual exclusivity
chr5loss	NRAS	157	3	22	0	<-3	1.000	1.000	Mutual exclusivity
chr13gain	NRAS	157	3	22	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	DNMT3A	122	2	58	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	NPM1	122	2	58	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	MAP2K1	122	58	2	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	NPM1	122	2	58	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	SETBP1	122	58	2	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	PTEN	122	58	2	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	PTEN	122	58	2	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	NPM1	122	2	58	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	t(15;17)	122	58	2	0	<-3	1.000	1.000	Mutual exclusivity
chr11qdel	DNMT3A	122	2	58	0	<-3	1.000	1.000	Mutual exclusivity
chr11qdel	NPM1	122	2	58	0	<-3	1.000	1.000	Mutual exclusivity
MYC	SMC1A	171	5	6	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	ZRSR2	171	6	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	t(8;21)	171	5	6	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	t(8;21)	171	5	6	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	t(8;21)	171	5	6	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	ZRSR2	171	6	5	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	MYC	171	6	5	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	ETV6	171	6	5	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	RAD21	171	6	5	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	ZRSR2	171	6	5	0	<-3	1.000	1.000	Mutual exclusivity
chr21gain	MYC	171	6	5	0	<-3	1.000	1.000	Mutual exclusivity
chr21gain	RAD21	171	6	5	0	<-3	1.000	1.000	Mutual exclusivity
chr21gain	JAK2	171	6	5	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	SRSF2	164	4	14	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	SRSF2	164	4	14	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	SRSF2	164	4	14	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	SRSF2	164	4	14	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	ETV6	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	MYC	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	MAP2K1	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	EZH2	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	MAP2K1	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
MYC	SETBP1	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	SETBP1	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	SETBP1	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	RAD21	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	RAD21	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	SETBP1	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	ZRSR2	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	ZRSR2	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	ZRSR2	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	JAK2	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	MAP2K1	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	SETBP1	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
MYC	PTEN	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	PTEN	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	PTEN	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
PTEN	RAD21	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
PTEN	ZRSR2	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	PTEN	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	MYC	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	ETV6	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	EZH2	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	RAD21	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	ZRSR2	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	JAK2	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	t(15;17)	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	t(15;17)	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	t(15;17)	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	t(15;17)	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
t(15;17)	ZRSR2	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	t(15;17)	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
chr11qdel	MYC	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
chr11qdel	ETV6	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
chr11qdel	EZH2	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
chr11qdel	RAD21	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
chr11qdel	ZRSR2	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
chr11qdel	JAK2	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	TP53	156	13	12	1	0.000	1.000	1.000	Mutual exclusivity
MYC	SRSF2	163	5	14	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	SRSF2	163	5	14	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	TP53	165	4	13	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	SF3B1	165	13	4	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	TP53	165	4	13	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	RUNX1	165	4	13	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	TP53	165	4	13	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	RUNX1	165	4	13	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	RUNX1	165	4	13	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	RUNX1	165	4	13	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	RUNX1	165	4	13	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	TET2	141	3	37	1	0.345	1.000	1.000	Co-occurrence
CSF1R	TET2	141	3	37	1	0.345	1.000	1.000	Co-occurrence
NOTCH1	TET2	141	3	37	1	0.345	1.000	1.000	Co-occurrence
chr7loss	TET2	141	3	37	1	0.345	1.000	1.000	Co-occurrence
chr7qdel	TET2	141	3	37	1	0.345	1.000	1.000	Co-occurrence
CBL	PTPN11	171	3	8	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	PTPN11	171	3	8	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	PTPN11	171	3	8	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	U2AF1	171	8	3	0	<-3	1.000	1.000	Mutual exclusivity
HNRNPK	PTPN11	171	3	8	0	<-3	1.000	1.000	Mutual exclusivity
chr22gain	PTPN11	171	3	8	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	t(11;19)	171	8	3	0	<-3	1.000	1.000	Mutual exclusivity
chr5loss	PTPN11	171	3	8	0	<-3	1.000	1.000	Mutual exclusivity
chr13gain	PTPN11	171	3	8	0	<-3	1.000	1.000	Mutual exclusivity
MYC	PTPN11	169	5	8	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	PTPN11	169	5	8	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	PTPN11	169	5	8	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	ZRSR2	169	8	5	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	PTPN11	169	5	8	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	MYC	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	MYC	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	EZH2	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	RAD21	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	RAD21	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	RAD21	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	ZRSR2	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	ZRSR2	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	ZRSR2	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	ZRSR2	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	MYC	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	JAK2	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	JAK2	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	RAD21	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	ZRSR2	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	SMC1A	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	SMC1A	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	SMC1A	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	t(8;21)	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	t(8;21)	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	t(8;21)	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	CSF1R	172	6	4	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	NOTCH1	172	6	4	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	SMC1A	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	t(8;21)	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	SMC1A	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	t(8;21)	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	chr7loss	172	6	4	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	SMC1A	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	t(8;21)	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
chr21gain	SF3B1	172	6	4	0	<-3	1.000	1.000	Mutual exclusivity
chr21gain	CSF1R	172	6	4	0	<-3	1.000	1.000	Mutual exclusivity
chr21gain	NOTCH1	172	6	4	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	chr21gain	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
chr21gain	chr7loss	172	6	4	0	<-3	1.000	1.000	Mutual exclusivity
chr21gain	chr7qdel	172	6	4	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	NF1	169	4	9	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	inv(16)	169	4	9	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	inv(16)	169	4	9	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	NF1	169	4	9	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	inv(16)	169	4	9	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	U2AF1	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	U2AF1	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
HNRNPK	SF3B1	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	HNRNPK	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
HNRNPK	NOTCH1	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
chr22gain	SF3B1	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
chr22gain	CSF1R	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
chr22gain	NOTCH1	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	t(11;19)	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	t(11;19)	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	t(11;19)	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	t(11;19)	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
chr5loss	SF3B1	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
chr5loss	CSF1R	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
chr5loss	NOTCH1	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
chr13gain	SF3B1	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
chr13gain	CSF1R	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
chr13gain	NOTCH1	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
chr13gain	chr17loss	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
chr13gain	chr7loss	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
chr13gain	chr7qdel	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	SF3B1	171	7	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	CSF1R	171	7	4	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	SF3B1	171	7	4	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	PHF6	171	4	7	0	<-3	1.000	1.000	Mutual exclusivity
ATM	NOTCH1	171	7	4	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	PHF6	171	4	7	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	SF3B1	171	7	4	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	NOTCH1	171	7	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	chr17loss	171	7	4	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	PHF6	171	4	7	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	chr17loss	171	7	4	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	PHF6	171	4	7	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	chr7loss	171	7	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	chr7qdel	171	7	4	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	PHF6	171	4	7	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	chr7qdel	171	7	4	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	STAG2	168	4	10	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	IDH1	168	4	10	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	STAG2	168	4	10	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	NOTCH1	168	10	4	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	STAG2	168	4	10	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	STAG2	168	4	10	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	KRAS	168	4	10	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	IDH1	168	4	10	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	STAG2	168	4	10	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	KRAS	168	4	10	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	IDH1	168	4	10	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	STAG2	168	4	10	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	KRAS	168	4	10	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	IDH1	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	STAG2	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
ATM	SRSF2	161	7	14	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	IDH1	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	STAG2	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	MYD88	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	STAG2	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	NOTCH2	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	STAG2	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	U2AF2	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	U2AF2	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	IDH1	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	STAG2	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	KRAS	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	KRAS	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	MYD88	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	NOTCH2	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	U2AF2	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	KRAS	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	SRSF2	161	7	14	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	RIT1	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
RIT1	STAG2	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	RIT1	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	IDH1	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	STAG2	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	KRAS	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	IDH1	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	STAG2	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	KRAS	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	PRPF40B	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	STAG2	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	PRPF40B	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	POT1	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
POT1	STAG2	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	POT1	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	STAG2	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	KRAS	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	IL7R	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	STAG2	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	KRAS	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	TBL1XR1	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	TBL1XR1	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	TBL1XR1	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	SF1	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
SF1	STAG2	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	SF1	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	t(16;16)	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	t(16;16)	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	t(16;16)	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	MAP2K1	157	23	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	PTEN	157	23	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	CDKN2A	157	23	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	t(15;17)	157	23	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr11qdel	157	23	2	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	NF1	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	NF1	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	NF1	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
NF1	NOTCH2	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	U2AF2	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	NF1	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
NF1	RIT1	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	NF1	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	NF1	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
NF1	PRPF40B	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	POT1	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	NF1	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	NF1	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
NF1	TBL1XR1	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	SF1	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	t(16;16)	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	inv(16)	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	inv(16)	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	MYD88	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	NOTCH2	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	U2AF2	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	inv(16)	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	RIT1	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	inv(16)	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	inv(16)	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	PRPF40B	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	POT1	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	inv(16)	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	inv(16)	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	TBL1XR1	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	t(16;16)	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	CBL	156	23	3	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	MYCN	156	23	3	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	U2AF1	156	23	3	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	HNRNPK	156	23	3	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr22gain	156	23	3	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	t(11;19)	156	23	3	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr5loss	156	23	3	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr13gain	156	23	3	0	<-3	1.000	1.000	Mutual exclusivity
PTEN	PTPN11	172	2	8	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	PTPN11	172	2	8	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	t(15;17)	172	8	2	0	<-3	1.000	1.000	Mutual exclusivity
chr11qdel	PTPN11	172	2	8	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	WT1	168	2	12	0	<-3	1.000	1.000	Mutual exclusivity
PTEN	WT1	168	2	12	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	WT1	168	2	12	0	<-3	1.000	1.000	Mutual exclusivity
t(15;17)	WT1	168	2	12	0	<-3	1.000	1.000	Mutual exclusivity
chr11qdel	WT1	168	2	12	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	NRAS	158	2	22	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	SETBP1	158	22	2	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	NRAS	158	2	22	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	NRAS	159	1	22	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	NRAS	159	1	22	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	NRAS	159	1	22	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	NRAS	159	1	22	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	NRAS	159	1	22	0	<-3	1.000	1.000	Mutual exclusivity
