A	B	Neither	A Not B	B Not A	Both	Log2 Odds Ratio	p-Value	q-Value	Tendency
FBXW7	MYC	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	FBXW7	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	IL7R	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	JAK2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	IL7R	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	MYCN	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	NPM1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	MYC	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	IL7R	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
NF1	SF3B1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
NF1	SETBP1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	NOTCH1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	RAD21	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
NF1	PHF6	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
NF1	WT1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
NF1	PRPF40B	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
NF1	SMC1A	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	SF1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	SF1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	SF1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	SF1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	SF1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
SF1	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MYC	SF1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	SF1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	SF1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
SF1	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
NF1	SF1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	SF3B1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	MYD88	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	SETBP1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	NOTCH1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	RAD21	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	EZH2	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	PHF6	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	MAP2K1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	WT1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	PRPF40B	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	MPL	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	SMC1A	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	KRAS	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	FBXW7	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	IL7R	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	SF1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	IDH1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	JAK2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	chr17loss	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	MYCN	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	NPM1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	MYC	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	chr17loss	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	inv(16)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	JAK2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	inv(16)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	MYCN	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	NPM1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	MYC	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	inv(16)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	inv(16)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	t(11;19)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	t(11;19)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	t(11;19)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	t(11;19)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	t(11;19)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
t(11;19)	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MYC	t(11;19)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	t(11;19)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	t(11;19)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
t(11;19)	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
NF1	t(11;19)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	t(11;19)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	t(8;21)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	t(8;21)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	t(8;21)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	t(8;21)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	t(8;21)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MYC	t(8;21)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	t(8;21)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	t(8;21)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
NF1	t(8;21)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	t(8;21)	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	IDH1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	JAK2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	chr5qdel	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	MYCN	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	NPM1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	MYC	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	chr5qdel	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	NF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	chr8gain	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	SRSF2	109	1	9	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	SRSF2	109	1	9	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	SRSF2	109	1	9	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	SRSF2	109	1	9	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	RAD21	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	SRSF2	109	1	9	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	SRSF2	109	1	9	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	FLT3	109	1	9	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	SRSF2	109	1	9	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	PHF6	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	SRSF2	109	1	9	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	WT1	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	SRSF2	109	1	9	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	FLT3	109	1	9	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	SRSF2	109	1	9	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	PRPF40B	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	MPL	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	SMC1A	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	SRSF2	109	1	9	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	KRAS	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	SRSF2	109	1	9	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	FLT3	109	1	9	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	SRSF2	109	1	9	0	<-3	1.000	1.000	Mutual exclusivity
SF1	SRSF2	109	1	9	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	SF1	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	SRSF2	109	1	9	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	FLT3	109	1	9	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	SRSF2	109	1	9	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	inv(16)	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	t(11;19)	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	t(11;19)	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	t(8;21)	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	t(8;21)	109	9	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	SRSF2	109	1	9	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	FLT3	109	1	9	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	TET2	89	8	21	1	-0.917	1.000	1.000	Mutual exclusivity
FLT3	STAG2	107	9	3	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	FLT3	107	3	9	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	TP53	99	15	5	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	SRSF2	108	2	9	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	SRSF2	108	2	9	0	<-3	1.000	1.000	Mutual exclusivity
CBL	SRSF2	108	2	9	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	SRSF2	108	2	9	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	IDH1	108	9	2	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	JAK2	108	9	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	FLT3	108	2	9	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	NPM1	108	9	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	CDH2	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	SF3B1	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	SETBP1	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	RAD21	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	ASXL1	103	1	15	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	EZH2	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	PHF6	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	MAP2K1	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	WT1	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	BRINP3	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	PRPF40B	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	SMC1A	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	KRAS	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	FBXW7	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	IL7R	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	SF1	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr17loss	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	inv(16)	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	t(11;19)	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	t(8;21)	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr5qdel	103	15	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	TET2	86	11	20	2	-0.355	1.000	1.000	Mutual exclusivity
BCOR	DNMT3A	87	2	29	1	0.585	1.000	1.000	Co-occurrence
CSF1R	DNMT3A	87	2	29	1	0.585	1.000	1.000	Co-occurrence
DNMT3A	TP53	85	29	4	1	-0.449	1.000	1.000	Mutual exclusivity
ASXL1	ATM	100	15	4	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	IDH2	103	3	13	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	IDH2	103	3	13	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	EZH2	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	POT1	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	KIT	NA	NA	NA	NA	NA	NA	NA	NA
KIT	SRSF2	NA	NA	NA	NA	NA	NA	NA	NA
BIRC3	POT1	NA	NA	NA	NA	NA	NA	NA	NA
KIT	PRPF40B	NA	NA	NA	NA	NA	NA	NA	NA
BCOR	chr5loss	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	NF1	NA	NA	NA	NA	NA	NA	NA	NA
CBL	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
t(15;17)	ZRSR2	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	PRPF40B	NA	NA	NA	NA	NA	NA	NA	NA
chr17loss	chr5loss	NA	NA	NA	NA	NA	NA	NA	NA
IDH2	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	IDH1	NA	NA	NA	NA	NA	NA	NA	NA
t(16;16)	TP53	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	U2AF1	NA	NA	NA	NA	NA	NA	NA	NA
MYCN	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
JAK2	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	TP53	NA	NA	NA	NA	NA	NA	NA	NA
ATM	chr7qdel	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	KRAS	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	chr7loss	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	chr5qdel	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
BRINP3	chr22gain	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	SMC1A	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
BCOR	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
SRSF2	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
SMC1A	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
NRAS	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
BIRC3	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
KIT	TP53	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	KIT	NA	NA	NA	NA	NA	NA	NA	NA
BCORL1	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
MYC	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
ATM	POT1	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	CSF3R	NA	NA	NA	NA	NA	NA	NA	NA
MYC	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
BCOR	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
BCORL1	POT1	NA	NA	NA	NA	NA	NA	NA	NA
chr5qdel	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	ETV6	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	t(8;21)	NA	NA	NA	NA	NA	NA	NA	NA
JAK2	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
ASXL1	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
FBXW7	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	DNMT3A	NA	NA	NA	NA	NA	NA	NA	NA
inv(16)	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	SF3B1	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	inv(16)	NA	NA	NA	NA	NA	NA	NA	NA
BIRC3	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
inv(16)	KIT	NA	NA	NA	NA	NA	NA	NA	NA
BCORL1	ETV6	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	NOTCH1	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	chr5loss	NA	NA	NA	NA	NA	NA	NA	NA
CBL	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	TET2	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	NPM1	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	PRPF40B	NA	NA	NA	NA	NA	NA	NA	NA
chr17loss	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
ASXL1	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
CBL	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	MAP2K1	NA	NA	NA	NA	NA	NA	NA	NA
DNMT3A	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	PHF6	NA	NA	NA	NA	NA	NA	NA	NA
KIT	SF3B1	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	MYC	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	t(8;21)	NA	NA	NA	NA	NA	NA	NA	NA
PHF6	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	WT1	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	IL7R	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
PTPN11	STAG2	NA	NA	NA	NA	NA	NA	NA	NA
KIT	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
ASXL1	POT1	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	SF1	NA	NA	NA	NA	NA	NA	NA	NA
KIT	NRAS	NA	NA	NA	NA	NA	NA	NA	NA
EZH2	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
KIT	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	NOTCH1	NA	NA	NA	NA	NA	NA	NA	NA
KIT	NF1	NA	NA	NA	NA	NA	NA	NA	NA
TBL1XR1	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	chr7qdel	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	NRAS	NA	NA	NA	NA	NA	NA	NA	NA
BRINP3	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
chr17loss	CSF3R	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	WT1	NA	NA	NA	NA	NA	NA	NA	NA
MAP2K1	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	IDH2	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	STAG2	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	t(11;19)	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	NOTCH1	NA	NA	NA	NA	NA	NA	NA	NA
TBL1XR1	TP53	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	inv(16)	NA	NA	NA	NA	NA	NA	NA	NA
NF1	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	EZH2	NA	NA	NA	NA	NA	NA	NA	NA
NF1	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	STAG2	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	NPM1	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	TP53	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	RUNX1	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
ASXL1	chr7qdel	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	IDH1	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	SF1	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
chr8gain	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	JAK2	NA	NA	NA	NA	NA	NA	NA	NA
IDH2	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
ASXL1	chr21gain	NA	NA	NA	NA	NA	NA	NA	NA
MYCN	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	TET2	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	POT1	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH1	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	STAG2	NA	NA	NA	NA	NA	NA	NA	NA
ATM	chr21gain	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	U2AF1	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	FLT3	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	JAK2	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	MYC	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	NRAS	NA	NA	NA	NA	NA	NA	NA	NA
PRPF40B	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
DNMT3A	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	NPM1	NA	NA	NA	NA	NA	NA	NA	NA
CBL	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
CDKN2A	KIT	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH1	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
BIRC3	chr21gain	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	chr8gain	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	MYC	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	RUNX1	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	NPM1	NA	NA	NA	NA	NA	NA	NA	NA
POT1	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
PHF6	POT1	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	SMC1A	NA	NA	NA	NA	NA	NA	NA	NA
IL7R	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
FLT3	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	NRAS	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	NF1	NA	NA	NA	NA	NA	NA	NA	NA
BRINP3	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
BCOR	chr21gain	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	EZH2	NA	NA	NA	NA	NA	NA	NA	NA
BIRC3	chr7qdel	NA	NA	NA	NA	NA	NA	NA	NA
IL7R	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
MAP2K1	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
CDKN2A	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	RAD21	NA	NA	NA	NA	NA	NA	NA	NA
chr5qdel	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
KIT	MAP2K1	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	MAP2K1	NA	NA	NA	NA	NA	NA	NA	NA
t(15;17)	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
BRINP3	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
